ultimateparentid,rssd,year,best_match,callReports_sample,summaryOfDeposits_sample,federalReserve_sample
6179,1131787,1990,1,0,0,1
6179,1131787,1991,1,0,0,1
6179,1131787,1992,1,0,0,1
6179,1131787,1993,1,0,0,1
6179,1131787,1994,1,0,1,1
6179,1131787,1995,1,0,1,1
6179,1131787,1996,1,0,1,1
6179,1131787,1997,1,0,1,1
6179,1131787,1998,1,0,1,1
6179,1131787,1999,1,0,1,1
6179,1131787,2000,1,0,1,1
6179,1131787,2001,1,0,1,1
6179,1131787,2002,1,0,1,1
6179,1131787,2003,1,0,1,1
6179,1131787,2004,1,0,1,1
6179,1131787,2005,1,0,1,1
6179,1131787,2006,1,0,1,1
6179,1131787,2007,1,0,1,1
6179,1131787,2008,1,0,1,1
6179,1131787,2009,1,0,1,1
6179,1131787,2010,1,0,1,1
6179,1131787,2011,1,0,1,1
6179,1131787,2012,1,0,1,1
6179,1131787,2013,1,0,1,1
6179,1131787,2014,1,0,1,1
6179,1131787,2015,1,0,1,1
6179,1131787,2016,1,0,1,1
109395,1131817,1994,1,0,1,1
93497,1131835,2004,0,0,0,1
151578,1132243,2014,0,0,1,1
151578,1132243,2015,0,0,1,1
152881,1132449,1994,1,0,0,1
152881,1132449,1995,1,0,0,1
152881,1132449,1996,1,0,0,1
152881,1132449,1997,1,0,0,1
152881,1132449,1998,1,0,0,1
152881,1132449,1999,1,0,0,1
152881,1132449,2000,1,0,0,1
152881,1132449,2001,1,0,0,1
152881,1132449,2002,1,0,0,1
152881,1132449,2003,1,0,0,1
152881,1132449,2004,1,0,0,1
152881,1132449,2005,1,0,0,1
152881,1132449,2006,1,0,0,1
152881,1132449,2007,1,0,0,1
152881,1132449,2008,1,0,0,1
152881,1132449,2009,1,0,0,1
152881,1132449,2010,1,0,0,1
152881,1132449,2011,1,0,0,1
152881,1132449,2012,1,0,0,1
152881,1132449,2013,1,0,0,1
152881,1132449,2014,1,0,0,1
152881,1132449,2015,1,0,0,1
152881,1132449,2016,1,0,1,1
15069,1132654,1991,1,0,0,1
15069,1132654,1992,1,0,0,1
15069,1132654,1993,1,0,0,1
15069,1132654,1994,1,0,1,1
15069,1132654,1995,1,0,1,1
15069,1132654,1996,1,0,1,1
15069,1132654,2000,1,0,1,1
15069,1132654,2001,1,0,1,1
15069,1132654,2002,1,0,1,1
15069,1132654,2003,1,0,1,1
15069,1132654,2004,1,0,1,1
15069,1132654,2005,1,0,1,1
15069,1132654,2007,1,0,1,1
15069,1132654,2008,1,0,1,1
15069,1132654,2009,1,0,1,1
15069,1132654,2010,1,0,1,1
15069,1132654,2011,1,0,1,1
35103,1132896,2014,1,0,1,1
35103,1132896,2015,1,0,1,1
35103,1132896,2016,1,0,1,1
127397,1133277,2011,1,0,1,1
127397,1133277,2012,1,0,0,1
127397,1133277,2013,1,0,0,0
127397,1133277,2015,1,0,0,0
127397,1133277,2016,1,0,0,0
13956,1133286,1992,1,0,0,1
13956,1133286,1993,1,0,0,1
13956,1133286,1995,1,0,0,1
13956,1133286,1996,1,0,0,1
13956,1133286,1999,1,0,1,1
13956,1133286,2000,1,0,1,1
13956,1133286,2001,1,0,1,1
13956,1133286,2002,1,0,1,1
13956,1133286,2003,1,0,1,1
13956,1133286,2005,1,0,1,1
13956,1133286,2006,1,0,1,1
13956,1133286,2008,1,0,1,1
13956,1133286,2009,1,0,1,1
13956,1133286,2011,1,0,1,1
13956,1133286,2013,1,0,1,1
13956,1133286,2014,1,0,1,1
13956,1133286,2015,1,0,1,1
13956,1133286,2016,1,0,1,1
22160,1133473,2002,1,0,1,1
22160,1133473,2003,1,0,1,1
22160,1133473,2005,1,0,1,1
163578,1133503,2016,0,0,1,1
19861,1133606,1987,0,0,0,1
78973,1133697,2006,1,0,1,1
17016,1134416,1995,0,0,1,1
27151,1134685,1997,1,0,1,1
17016,1135552,1995,0,0,1,1
1159,1135600,1996,1,0,1,1
1159,1135600,2001,1,0,1,1
1159,1135600,2003,1,0,1,1
109395,1135806,1994,0,0,1,1
20621,1136531,1995,0,0,1,1
30742,1136531,1998,1,0,1,1
30742,1136531,1999,1,0,1,1
30742,1136531,2000,1,0,1,1
30742,1136531,2001,1,0,1,1
89221,1136531,2001,1,0,1,1
30742,1136531,2002,1,0,1,1
89221,1136531,2002,1,0,1,1
89221,1136531,2003,1,0,1,1
89221,1136531,2004,1,0,1,1
89221,1136531,2007,1,0,1,1
24971,1136661,1996,0,0,0,1
24971,1136661,1997,0,0,0,1
24971,1136661,2000,0,0,0,1
24971,1136661,2001,0,0,1,1
24971,1136661,2002,0,0,1,1
24971,1136661,2003,0,0,1,1
24971,1136661,2004,0,0,1,1
24971,1136661,2005,0,0,1,1
24971,1136661,2007,0,0,1,1
24971,1136661,2014,0,0,1,1
10055,1136670,1991,0,0,0,1
10055,1136670,1993,0,0,0,1
1089,1136689,2016,0,0,1,1
24479,1136858,2002,1,0,1,1
24479,1136858,2003,1,0,0,1
24479,1136858,2016,1,0,0,1
104735,1137798,2004,0,0,1,1
104333,1137798,2005,0,0,1,1
29428,1137958,2000,0,0,0,1
29428,1137958,2001,0,0,0,1
29428,1137958,2002,0,0,0,1
92570,1137958,2003,1,0,0,1
92570,1137958,2004,1,0,0,1
92570,1137958,2005,1,0,0,1
92570,1137958,2007,1,0,0,1
32695,1138414,1999,1,0,1,1
98236,1138517,2003,1,0,1,1
32501,1138795,2001,1,0,0,1
105610,1138955,2004,1,0,1,1
105610,1138955,2005,1,0,1,1
105610,1138955,2007,1,0,1,1
2193,1139073,2012,1,0,0,0
2193,1139073,2013,1,0,0,0
90821,1139279,2002,0,0,1,1
90821,1139279,2005,0,0,1,1
90821,1139279,2006,0,0,1,1
90821,1139279,2007,0,0,1,1
90821,1139279,2009,0,0,1,1
90821,1139279,2010,1,0,1,1
90821,1139279,2011,0,0,1,1
90821,1139279,2012,0,0,1,1
90821,1139279,2013,0,0,1,1
90821,1139279,2014,0,0,1,1
90821,1139279,2016,0,0,1,1
133795,1139466,2010,1,0,1,1
133795,1139466,2011,1,0,1,1
133795,1139466,2012,1,0,1,1
133795,1139466,2015,1,0,1,1
106338,1140332,2006,1,0,0,0
106338,1140332,2011,1,0,0,0
106338,1140332,2012,1,0,0,0
6583,1140743,1986,1,0,0,0
6583,1140743,1987,1,0,0,1
6583,1140743,1988,1,0,0,1
6583,1140743,1989,1,0,0,1
6583,1140743,1990,1,0,0,1
6583,1140743,1991,1,0,0,1
6583,1140743,1992,1,0,0,1
6583,1140743,1993,1,0,0,1
6583,1140743,1994,1,0,1,1
6583,1140743,1995,1,0,1,1
6583,1140743,1996,1,0,0,0
6583,1140743,2002,1,0,0,0
103844,1140994,2003,1,0,1,1
103844,1140994,2004,1,0,1,1
103844,1140994,2005,1,0,1,1
103844,1140994,2007,1,0,1,1
147582,1140994,2013,0,0,1,1
147582,1140994,2014,0,0,1,1
147582,1140994,2015,0,0,1,1
118135,1141599,1997,1,0,1,1
118135,1141599,1998,1,0,1,1
118135,1141599,2000,1,0,1,1
118135,1141599,2001,1,0,1,1
118135,1141599,2002,1,0,1,1
118135,1141599,2003,1,0,1,1
118135,1141599,2004,1,0,1,1
118135,1141599,2005,1,0,1,1
118135,1141599,2006,1,0,1,1
118135,1141599,2007,1,0,1,1
118135,1141599,2008,1,0,1,1
118135,1141599,2009,1,0,1,1
118135,1141599,2010,1,0,1,1
6599,1141629,1987,0,0,0,1
6599,1141629,1988,0,0,0,1
6599,1141629,1989,0,0,0,1
6599,1141629,1990,0,0,0,1
6599,1141629,1991,0,0,0,1
6599,1141629,1992,0,0,0,1
6599,1141629,1993,0,0,0,1
6599,1141629,1998,0,0,1,1
6599,1141629,1999,0,0,1,1
6599,1141629,2000,0,0,1,1
6599,1141629,2002,0,0,1,1
6599,1141629,2003,0,0,1,1
6599,1141629,2004,0,0,1,1
6599,1141629,2005,0,0,1,1
6599,1141629,2008,0,0,1,1
119481,1141786,1988,1,0,0,1
119481,1141786,2004,1,0,1,1
119481,1141786,2007,1,0,1,1
119481,1141786,2014,1,0,0,0
9479,1142185,1990,1,0,0,1
9479,1142185,1993,1,0,0,1
87336,1142336,2007,1,0,1,1
87336,1142336,2008,1,0,1,1
9085,1142493,1990,1,0,0,1
34600,1142523,1995,1,0,0,1
22073,1142523,1997,1,0,0,1
22073,1142523,2000,1,0,0,1
34600,1142523,2008,1,0,0,1
34600,1142523,2015,1,0,0,1
8967,1142671,1989,0,0,0,1
8967,1142671,1993,0,0,0,1
8967,1142671,1994,0,0,0,1
8967,1142671,1995,0,0,0,1
8967,1142671,1996,0,0,0,1
8967,1142671,1997,0,0,0,1
8967,1142671,1998,0,0,0,1
8967,1142671,1999,0,0,0,1
8967,1142671,2000,0,0,0,1
8967,1142671,2001,0,0,0,1
8967,1142671,2002,0,0,0,1
8967,1142671,2003,0,0,0,1
8967,1142671,2004,0,0,0,1
8967,1142671,2005,0,0,0,1
8967,1142671,2006,0,0,0,1
8967,1142671,2007,0,0,0,1
8967,1142671,2008,0,0,0,1
8967,1142671,2009,0,0,0,1
8967,1142671,2010,0,0,0,1
8967,1142671,2011,0,0,0,1
140884,1142671,2012,0,0,0,1
8967,1142671,2013,0,0,0,1
140884,1142671,2014,0,0,0,1
140884,1142671,2015,1,0,0,1
140884,1142671,2016,1,0,0,1
10468,1142680,2002,1,0,0,1
10468,1142680,2004,1,0,0,1
10468,1142680,2005,1,0,0,1
10468,1142680,2006,1,0,0,1
10468,1142680,2007,1,0,0,1
10468,1142680,2008,1,0,0,1
10468,1142680,2009,1,0,0,1
10468,1142680,2010,1,0,0,1
10468,1142680,2011,1,0,0,1
10468,1142680,2012,1,0,0,1
10468,1142680,2013,1,0,0,1
10468,1142680,2014,1,0,0,1
9162,1142699,2016,1,0,0,1
3324,1142792,1994,1,0,1,1
3324,1142792,2003,1,0,0,0
22160,1143230,2002,1,0,1,1
22160,1143230,2003,1,0,1,1
22160,1143230,2005,1,0,1,1
22160,1143230,2007,1,0,1,1
22160,1143230,2010,1,0,1,1
22160,1143230,2011,1,0,1,1
22160,1143230,2012,1,0,1,1
22160,1143230,2013,1,0,1,1
12281,1143409,1995,0,0,1,1
12281,1143409,1998,0,0,1,1
9933,1143445,1990,0,0,0,1
9933,1143445,1991,0,0,0,1
21301,1143481,1995,1,0,1,1
17425,1144237,1988,0,0,0,1
17425,1144237,1989,0,0,0,1
17425,1144237,1990,0,0,0,1
17425,1144237,1991,0,0,0,1
17425,1144237,1992,0,0,0,1
17425,1144237,1993,0,0,0,1
17425,1144237,1994,0,0,1,1
17425,1144237,1995,0,0,1,1
17425,1144237,1996,0,0,1,1
17425,1144237,1997,0,0,1,1
17425,1144237,1998,0,0,1,1
17425,1144237,1999,0,0,1,1
17425,1144237,2000,0,0,1,1
17425,1144237,2001,0,0,1,1
17425,1144237,2002,0,0,1,1
17425,1144237,2003,0,0,1,1
17425,1144237,2004,0,0,1,1
17425,1144237,2005,0,0,1,1
17425,1144237,2006,0,0,1,1
17425,1144237,2007,0,0,1,1
17425,1144237,2008,0,0,1,1
17425,1144237,2009,0,0,1,1
17425,1144237,2010,0,0,1,1
17425,1144237,2011,0,0,1,1
17425,1144237,2012,0,0,1,1
17425,1144237,2013,0,0,1,1
17425,1144237,2014,1,0,1,1
17425,1144237,2015,1,0,1,1
17425,1144237,2016,1,0,1,1
9645,1144787,1993,0,0,0,1
14657,1144787,1994,0,0,0,1
2832,1145083,1990,1,0,0,1
2832,1145083,1992,1,0,0,1
2832,1145083,1998,1,0,0,1
2832,1145083,1999,1,0,0,1
2832,1145083,2000,1,0,0,1
2832,1145083,2002,1,0,0,1
2832,1145083,2005,1,0,0,1
23094,1145476,1997,1,0,0,1
23094,1145476,1998,1,0,0,1
23094,1145476,1999,1,0,0,1
23094,1145476,2000,1,0,0,1
23094,1145476,2001,1,0,0,1
23094,1145476,2002,1,0,0,1
23094,1145476,2003,1,0,0,1
23094,1145476,2004,1,0,1,1
23094,1145476,2005,1,0,1,1
23094,1145476,2006,1,0,1,1
23094,1145476,2007,1,0,1,1
23094,1145476,2008,1,0,1,1
23094,1145476,2009,1,0,1,1
23094,1145476,2010,1,0,1,1
23094,1145476,2011,1,0,1,1
23094,1145476,2012,1,0,1,1
23094,1145476,2013,1,0,1,1
23094,1145476,2014,1,0,1,1
23094,1145476,2015,1,0,1,1
23094,1145476,2016,1,0,1,1
84217,1145506,2000,1,0,0,1
84217,1145506,2001,1,0,0,1
84217,1145506,2002,1,0,1,1
84217,1145506,2004,1,0,1,1
84217,1145506,2005,1,0,1,1
84217,1145506,2006,1,0,1,1
84217,1145506,2007,1,0,1,1
7171,1149849,1990,1,0,0,1
10381,1154290,1991,1,0,0,1
6131,1154629,1987,1,0,0,1
7017,1158467,1987,1,0,0,1
10435,1159884,1994,0,1,1,1
139115,1159884,2001,0,0,0,1
139115,1159884,2002,0,0,0,1
14898,1163153,2003,1,0,0,1
139115,1163162,2001,0,1,0,0
143981,1163283,2016,0,0,1,1
18961,1164842,1990,1,0,0,1
18961,1164842,1995,1,0,0,1
18961,1164842,1996,1,0,0,1
18961,1164842,1997,1,0,0,1
18961,1164842,1998,1,0,0,1
18961,1164842,1999,1,0,0,1
18961,1164842,2000,1,0,0,1
18961,1164842,2001,1,0,0,1
18961,1164842,2002,1,0,0,1
23621,1171206,1998,0,0,0,1
23621,1171206,2000,0,0,0,1
23621,1171206,2002,0,0,0,1
23621,1171206,2003,0,0,0,1
23621,1171206,2004,0,0,0,1
23621,1171206,2005,0,0,0,1
23621,1171206,2006,0,0,0,1
23621,1171206,2008,0,0,0,1
23621,1171215,1998,0,0,0,1
23621,1171215,2000,0,0,0,1
23621,1171215,2002,0,0,0,1
23621,1171215,2003,0,0,0,1
23621,1171215,2004,0,0,0,1
23621,1171215,2005,0,0,0,1
23621,1171215,2006,0,0,0,1
23621,1171215,2008,0,0,0,1
23621,1171215,2009,0,0,0,1
23621,1171215,2010,0,0,0,1
23621,1171215,2011,0,0,0,1
23621,1171215,2013,0,0,0,1
23621,1171215,2014,0,0,0,1
23621,1171215,2015,0,0,0,1
23621,1171215,2016,0,0,0,1
82433,1171840,2000,0,0,0,1
118815,1171886,1987,0,0,0,1
118815,1171886,1988,0,0,0,1
118815,1171886,1989,0,0,0,1
118815,1171886,1990,0,0,0,1
118815,1171886,1991,0,0,0,1
118815,1171886,1992,0,0,0,1
118815,1171886,1993,0,0,0,1
118815,1171886,1994,0,0,0,1
118815,1171886,1995,0,0,0,1
118815,1171886,1996,0,0,0,1
118815,1171886,1997,0,0,0,1
85010,1172744,1999,1,0,0,1
82433,1172913,2000,0,0,0,1
127349,1173031,1987,0,0,0,1
127349,1173031,1988,0,0,0,1
127349,1173031,1989,0,0,0,1
127349,1173031,1990,0,0,0,1
127349,1173031,1991,0,0,0,1
127349,1173031,1992,0,0,0,1
127349,1173031,1993,0,0,0,1
127349,1173031,1994,0,0,0,1
127349,1173031,1995,0,0,0,1
127349,1173031,1996,0,0,0,1
127349,1173031,1997,0,0,0,1
127349,1174104,1987,0,0,0,1
127349,1174104,1988,0,0,0,1
127349,1174104,1989,0,0,0,1
127349,1174104,1990,0,0,0,1
118815,1175558,1987,0,0,0,1
118815,1175558,1988,0,0,0,1
118815,1175558,1989,0,0,0,1
118815,1175558,1990,0,0,0,1
118815,1175558,1991,0,0,0,1
118815,1175558,1992,0,0,0,1
118815,1175558,1993,0,0,0,1
118815,1175558,1994,0,0,0,1
118815,1175558,1995,0,0,0,1
118815,1175558,1996,0,0,0,1
118815,1175558,1997,0,0,0,1
9739,1176238,1998,1,0,0,1
9739,1176238,2000,1,0,0,1
9739,1176238,2001,1,0,0,1
12316,1176827,1992,1,0,0,1
12316,1176827,1994,1,0,0,1
12316,1176827,1995,1,0,0,1
12316,1176827,1996,1,0,0,1
12316,1176827,1998,1,0,0,1
12316,1176827,1999,1,0,0,1
12316,1176827,2000,1,0,0,1
12316,1176827,2001,1,0,0,1
12316,1176827,2002,1,0,0,1
12316,1176827,2003,1,0,0,1
12316,1176827,2006,1,0,0,1
12316,1176827,2008,1,0,0,1
12316,1176827,2009,1,0,0,1
118815,1177495,1987,0,0,0,1
118815,1177495,1988,0,0,0,1
118815,1177495,1989,0,0,0,1
118815,1177495,1990,0,0,0,1
118815,1177495,1991,0,0,0,1
118815,1177495,1992,0,0,0,1
118815,1177495,1993,0,0,0,1
118815,1177495,1994,0,0,0,1
118815,1177495,1995,0,0,0,1
118815,1177495,1996,0,0,0,1
118815,1177495,1997,0,0,0,1
10355,1177833,2016,1,0,0,1
118815,1178269,1987,0,0,0,1
118815,1178269,1988,0,0,0,1
118815,1178269,1989,0,0,0,1
118815,1178269,1990,0,0,0,1
118815,1178269,1991,0,0,0,1
118815,1178269,1992,0,0,0,1
118815,1178269,1993,0,0,0,1
118815,1178269,1994,0,0,0,1
118815,1178269,1995,0,0,0,1
101239,1179015,1997,1,0,0,1
101239,1179015,2002,1,0,0,1
101239,1179015,2003,1,0,0,1
101239,1179015,2005,1,0,0,1
101239,1179015,2015,1,0,0,1
118815,1179190,1987,0,0,0,1
118815,1179190,1988,0,0,0,1
118815,1179190,1989,0,0,0,1
118815,1179190,1990,0,0,0,1
118815,1179190,1991,0,0,0,1
118815,1179190,1992,0,0,0,1
118815,1179190,1993,0,0,0,1
118815,1179190,1994,0,0,0,1
118815,1179190,1995,0,0,0,1
8943,1179640,1987,0,0,0,1
8943,1179640,1994,0,0,0,1
8943,1179695,1987,0,0,0,1
8943,1179695,1994,0,0,0,1
8943,1180235,1987,1,0,0,1
8943,1180235,1994,1,0,0,1
118815,1180244,1987,0,0,0,1
118815,1180244,1988,0,0,0,1
118815,1180244,1989,0,0,0,1
118815,1180244,1990,0,0,0,1
118815,1180244,1991,0,0,0,1
118815,1180244,1992,0,0,0,1
118815,1180244,1993,0,0,0,1
118815,1180244,1994,0,0,0,1
118815,1180244,1995,0,0,0,1
118815,1180244,1996,0,0,0,1
118815,1180244,1997,0,0,0,1
102504,1180404,2004,1,0,0,1
118815,1180413,1987,0,0,0,1
118815,1180413,1988,0,0,0,1
118815,1180413,1989,0,0,0,1
118815,1180413,1990,0,0,0,1
118815,1180413,1991,0,0,0,1
118815,1180413,1992,0,0,0,1
118815,1180413,1993,0,0,0,1
118815,1180413,1994,0,0,0,1
118815,1180413,1995,0,0,0,1
118815,1180413,1996,0,0,0,1
118815,1180413,1997,0,0,0,1
118815,1180806,1987,0,0,0,1
118815,1180806,1988,0,0,0,1
118815,1180806,1989,0,0,0,1
118815,1180806,1990,0,0,0,1
118815,1180806,1991,0,0,0,1
118815,1180806,1992,0,0,0,1
118815,1180806,1993,0,0,0,1
118815,1180806,1994,0,0,0,1
118815,1180806,1995,0,0,0,1
118815,1180806,1996,0,0,0,1
118815,1180806,1997,0,0,0,1
118815,1180990,1987,0,0,0,1
118815,1180990,1988,0,0,0,1
118815,1180990,1989,0,0,0,1
118815,1180990,1990,0,0,0,1
118815,1180990,1991,0,0,0,1
118815,1180990,1992,0,0,0,1
118815,1180990,1993,0,0,0,1
118815,1180990,1994,0,0,0,1
118815,1180990,1995,0,0,0,1
118815,1180990,1996,0,0,0,1
118815,1180990,1997,0,0,0,1
17337,1181652,1987,0,0,0,1
17337,1181652,1988,0,0,0,1
17337,1181652,1989,0,0,0,1
17337,1181652,1990,0,0,0,1
17337,1181652,1991,0,0,0,1
17337,1181652,1992,0,0,0,1
17337,1181652,1993,0,0,0,1
17337,1181652,1994,0,0,0,1
17337,1181652,1995,0,0,0,1
17337,1181652,1996,0,0,0,1
17337,1181652,1997,0,0,0,1
17337,1181652,1998,0,0,0,1
17337,1181652,1999,0,0,0,1
17337,1181652,2000,0,0,0,1
17337,1181661,1987,0,0,0,1
17337,1181661,1988,0,0,0,1
17337,1181661,1989,0,0,0,1
17337,1181661,1990,0,0,0,1
17337,1181661,1991,0,0,0,1
17337,1181661,1992,0,0,0,1
17337,1181661,1993,0,0,0,1
17337,1181661,1994,0,0,0,1
17337,1181661,1995,0,0,0,1
17337,1181661,1996,0,0,0,1
17337,1181661,1997,0,0,0,1
17337,1181661,1998,0,0,0,1
17337,1181661,1999,0,0,0,1
17337,1181661,2000,0,0,0,1
17337,1181670,1987,0,0,0,1
17337,1181670,1988,0,0,0,1
17337,1181670,1989,0,0,0,1
17337,1181670,1990,0,0,0,1
17337,1181670,1991,0,0,0,1
17337,1181670,1992,0,0,0,1
17337,1181670,1993,0,0,0,1
17337,1181670,1994,0,0,0,1
17337,1181670,1995,0,0,0,1
17337,1181670,1996,0,0,0,1
17337,1181670,1997,0,0,0,1
17337,1181670,1998,0,0,0,1
17337,1181670,1999,0,0,0,1
17337,1181670,2000,0,0,0,1
118815,1181689,1987,0,0,0,1
118815,1181689,1988,0,0,0,1
118815,1181689,1989,0,0,0,1
118815,1181689,1990,0,0,0,1
118815,1181689,1991,0,0,0,1
118815,1181689,1992,0,0,0,1
118815,1181689,1993,0,0,0,1
118815,1181689,1994,0,0,0,1
17337,1183227,1987,0,0,0,1
17337,1183227,1988,0,0,0,1
17337,1183227,1989,0,0,0,1
17337,1183227,1991,0,0,0,1
17337,1183227,1992,0,0,0,1
17337,1183227,1996,0,0,0,1
17337,1183227,1997,0,0,0,1
17337,1183227,1999,0,0,0,1
17337,1183227,2000,0,0,0,1
17337,1183227,2001,0,0,0,1
17337,1183227,2002,0,0,0,1
17337,1183227,2003,0,0,0,1
17337,1183227,2004,0,0,0,1
17337,1183227,2005,0,0,0,1
17337,1183227,2006,0,0,0,1
17337,1183227,2007,0,0,0,1
17337,1183227,2008,0,0,0,1
17337,1183227,2009,0,0,0,1
17337,1183227,2010,0,0,0,1
17337,1183227,2011,0,0,0,1
17337,1183227,2012,0,0,0,1
17337,1183227,2013,0,0,0,1
17337,1183227,2014,0,0,0,1
17337,1183227,2015,0,0,0,1
17337,1183227,2016,0,0,0,1
118815,1183704,1987,0,0,0,1
118815,1183704,1988,0,0,0,1
118815,1183704,1989,0,0,0,1
118815,1183704,1990,0,0,0,1
118815,1183704,1991,0,0,0,1
118815,1183704,1992,0,0,0,1
118815,1183704,1993,0,0,0,1
118815,1183704,1994,0,0,0,1
118815,1183704,1995,0,0,0,1
118815,1183704,1996,0,0,0,1
118815,1183704,1997,0,0,0,1
82433,1183759,2000,1,0,0,1
118815,1183768,1987,0,0,0,1
118815,1183768,1988,0,0,0,1
118815,1183768,1989,0,0,0,1
118815,1183768,1990,0,0,0,1
118815,1183768,1991,0,0,0,1
118815,1183768,1992,0,0,0,1
118815,1183768,1993,0,0,0,1
118815,1183768,1994,0,0,0,1
118815,1183768,1995,0,0,0,1
118815,1183768,1996,0,0,0,1
118815,1183768,1997,0,0,0,1
82433,1184514,2000,0,0,0,1
127349,1184756,1987,0,0,0,1
127349,1184756,1988,0,0,0,1
127349,1184756,1989,0,0,0,1
127349,1184756,1990,0,0,0,1
127349,1184756,1991,0,0,0,1
127349,1184756,1992,0,0,0,1
127349,1184756,1993,0,0,0,1
127349,1184756,1994,0,0,0,1
127349,1184756,1995,0,0,0,1
127349,1184756,1996,0,0,0,1
127349,1184756,1997,0,0,0,1
127349,1184783,1987,0,0,0,1
127349,1184783,1988,0,0,0,1
127349,1184783,1989,0,0,0,1
127349,1184783,1990,0,0,0,1
127349,1184783,1991,0,0,0,1
127349,1184859,1987,1,0,0,1
127349,1184859,1988,1,0,0,1
127349,1184859,1989,1,0,0,1
127349,1184859,1990,1,0,0,1
127349,1184859,1991,1,0,0,1
127349,1184859,1992,1,0,0,1
127349,1184859,1993,1,0,0,1
127349,1184859,1994,1,0,0,1
127349,1184859,1995,1,0,0,1
127349,1184859,1996,1,0,0,1
127349,1184859,1997,1,0,0,1
6860,1184859,1998,0,0,0,1
127349,1184868,1987,0,0,0,1
127349,1184868,1988,0,0,0,1
127349,1184868,1989,0,0,0,1
127349,1184868,1990,0,0,0,1
127349,1184868,1991,0,0,0,1
127349,1184868,1992,0,0,0,1
127349,1184868,1993,0,0,0,1
127349,1184868,1994,0,0,0,1
127349,1184868,1995,0,0,0,1
127349,1184868,1996,0,0,0,1
127349,1184868,1997,0,0,0,1
82433,1186068,2000,0,0,0,1
82433,1186451,2000,0,0,0,1
9095,1188110,1989,0,1,0,0
9095,1188110,1990,0,1,0,0
9095,1188110,1991,0,1,0,0
8838,1188110,1992,1,1,0,0
8838,1188110,1993,1,1,0,0
8838,1188110,1994,1,1,0,0
15189,1193954,1993,1,0,0,1
32686,1194652,1999,1,0,0,1
32686,1194652,2000,1,0,0,1
32686,1194652,2001,1,0,0,1
6893,1197019,1987,1,0,0,1
147585,1198605,2016,1,0,1,1
10426,1199460,1991,1,0,0,1
10426,1199460,1994,1,0,1,1
6464,1199509,1989,1,0,0,1
6464,1199509,1991,1,0,0,1
40512,1199563,1989,0,0,0,1
40512,1199563,1990,0,0,0,1
40512,1199563,1995,1,0,1,1
40512,1199563,1997,1,0,1,1
40512,1199563,1999,1,0,1,1
40512,1199563,2000,1,0,1,1
40512,1199563,2001,1,0,1,1
40512,1199563,2002,1,0,1,1
40512,1199563,2003,1,0,1,1
40512,1199563,2004,1,0,1,1
40512,1199563,2005,1,0,1,1
40512,1199563,2006,1,0,1,1
40512,1199563,2007,1,0,1,1
40512,1199563,2008,1,0,1,1
40512,1199563,2009,1,0,1,1
40512,1199563,2010,1,0,1,1
40512,1199563,2011,1,0,1,1
40512,1199563,2012,1,0,1,1
40512,1199563,2013,1,0,1,1
40512,1199563,2014,1,0,1,1
40512,1199563,2015,1,0,1,1
40512,1199563,2016,1,0,1,1
6133,1199602,1987,1,0,0,1
6133,1199602,1994,1,0,1,1
6133,1199602,1995,1,0,1,1
6133,1199602,1996,1,0,1,1
6133,1199602,1997,1,0,1,1
6133,1199602,1998,1,0,1,1
6133,1199602,1999,1,0,1,1
6133,1199602,2000,1,0,1,1
6133,1199602,2001,1,0,1,1
6133,1199602,2002,1,0,1,1
6133,1199602,2003,1,0,1,1
6133,1199602,2004,1,0,1,1
6133,1199602,2005,1,0,1,1
6133,1199602,2006,1,0,1,1
6133,1199602,2007,1,0,1,1
6133,1199602,2008,1,0,1,1
6133,1199602,2010,1,0,1,1
6133,1199602,2011,1,0,1,1
6133,1199602,2012,1,0,1,1
6133,1199602,2013,1,0,1,1
6133,1199602,2014,1,0,1,1
6133,1199602,2015,1,0,1,1
6133,1199602,2016,1,0,1,1
6600,1199611,1984,1,0,0,0
6600,1199611,1985,1,0,0,0
6600,1199611,1986,1,0,0,0
6600,1199611,1987,1,0,0,1
6600,1199611,1988,1,0,0,1
6600,1199611,1989,1,0,0,1
6600,1199611,1990,1,0,0,1
6600,1199611,1991,1,0,0,1
6600,1199611,1992,1,0,0,1
6600,1199611,1993,1,0,0,1
6600,1199611,1994,1,0,1,1
6600,1199611,1995,1,0,1,1
6600,1199611,1996,1,0,1,1
6600,1199611,1997,1,0,1,1
6600,1199611,1998,1,0,1,1
6600,1199611,1999,1,0,1,1
6600,1199611,2000,1,0,1,1
6600,1199611,2001,1,0,1,1
6600,1199611,2002,1,0,1,1
6600,1199611,2003,1,0,1,1
6600,1199611,2004,1,0,1,1
6600,1199611,2005,1,0,1,1
6600,1199611,2006,1,0,1,1
6600,1199611,2007,1,0,1,1
6600,1199611,2008,1,0,1,1
6600,1199611,2009,1,0,1,1
6600,1199611,2010,1,0,1,1
6600,1199611,2011,1,0,1,1
6600,1199611,2012,1,0,1,1
6600,1199611,2013,1,0,1,1
6600,1199611,2014,1,0,1,1
6600,1199611,2015,1,0,1,1
6600,1199611,2016,1,0,1,1
6607,1199648,1993,1,0,0,1
6607,1199648,1996,1,0,1,1
6607,1199648,1997,1,0,1,1
6607,1199648,1998,1,0,0,1
6612,1199705,1988,1,0,0,1
6612,1199705,1989,1,0,0,1
